$GNRMC,145958.07,A,4332.5021,N,01617.1365,E,000.0,000.0,010925,000.0,W*7E
$GNRMC,150008.42,A,4332.5022,N,01617.1366,E,000.1,002.1,010925,000.0,W*7D
$GNRMC,150018.93,A,4332.5020,N,01617.1364,E,000.0,358.7,010925,000.0,W*73
$GNRMC,150028.11,A,4332.5023,N,01617.1365,E,000.0,001.4,010925,000.0,W*76
$GNRMC,150038.67,A,4332.5019,N,01617.1367,E,000.0,359.9,010925,000.0,W*71	
$GNRMC,150048.25,A,4332.5021,N,01617.1366,E,000.0,000.5,010925,000.0,W*74

$GPRMC,074633.744,A,4332.501,N,01617.133,E,000.0,000.0,090925,000.0,W*7D
$GPRMC,074634.744,A,4332.501,N,01617.133,E,023.8,132.1,090925,000.0,W*72
$GPRMC,074635.744,A,4332.497,N,01617.140,E,034.9,164.6,090925,000.0,W*7A
$GPRMC,074636.744,A,4332.487,N,01617.144,E,037.2,205.4,090925,000.0,W*72
$GPRMC,074637.744,A,4332.478,N,01617.138,E,044.0,223.5,090925,000.0,W*7B
$GPRMC,074638.744,A,4332.469,N,01617.126,E,039.2,223.3,090925,000.0,W*75
$GPRMC,074639.744,A,4332.461,N,01617.116,E,031.0,229.4,090925,000.0,W*78
$GPRMC,074640.744,A,4332.456,N,01617.107,E,035.7,188.1,090925,000.0,W*7C
$GPRMC,074641.744,A,4332.446,N,01617.105,E,013.9,014.0,090925,000.0,W*71
$GPRMC,074642.744,A,4332.449,N,01617.106,E,027.4,017.9,090925,000.0,W*7E
$GPRMC,074643.744,A,4332.457,N,01617.109,E,049.4,042.9,090925,000.0,W*77
$GPRMC,074644.744,A,4332.467,N,01617.122,E,072.7,041.3,090925,000.0,W*78
$GPRMC,074645.744,A,4332.482,N,01617.140,E,028.2,017.4,090925,000.0,W*78
$GPRMC,074646.744,A,4332.489,N,01617.144,E,006.1,033.7,090925,000.0,W*7E
$GPRMC,074647.744,A,4332.491,N,01617.145,E,000.8,000.0,090925,000.0,W*7F
$GPRMC,074648.744,A,4332.491,N,01617.145,E,000.8,000.0,090925,000.0,W*70
$GPRMC,074649.744,A,4332.491,N,01617.145,E,000.0,000.0,090925,000.0,W*79


$GPRMC,155922.583,A,4332.503,N,01617.132,E,000.0,000.0,090225,000.0,W*71
$GPRMC,155932.583,A,4332.503,N,01617.132,E,000.0,000.0,090225,000.0,W*70
$GPRMC,155942.583,A,4332.503,N,01617.132,E,000.0,000.0,090225,000.0,W*77

$GPRMC,161002.491,A,4332.502,N,01617.133,E,002.4,140.1,090225,000.0,W*7D
$GPRMC,161012.491,A,4332.497,N,01617.139,E,002.7,162.1,090225,000.0,W*78
$GPRMC,161022.491,A,4332.490,N,01617.142,E,002.9,177.5,090225,000.0,W*7E
$GPRMC,161032.491,A,4332.482,N,01617.142,E,002.8,225.0,090225,000.0,W*7C
$GPRMC,161042.491,A,4332.476,N,01617.135,E,003.1,225.6,090225,000.0,W*7E
$GPRMC,161052.491,A,4332.470,N,01617.126,E,002.9,217.9,090225,000.0,W*7C
$GPRMC,161102.491,A,4332.464,N,01617.120,E,003.0,228.4,090225,000.0,W*72
$GPRMC,161112.491,A,4332.459,N,01617.111,E,003.4,203.4,090225,000.0,W*72
$GPRMC,161122.491,A,4332.450,N,01617.106,E,000.9,000.0,090225,000.0,W*75
$GPRMC,161132.491,A,4332.452,N,01617.106,E,002.7,034.7,090225,000.0,W*7A
$GPRMC,161142.491,A,4332.459,N,01617.112,E,002.3,049.4,090225,000.0,W*7E
$GPRMC,161152.491,A,4332.463,N,01617.118,E,002.2,041.9,090225,000.0,W*78
$GPRMC,161202.491,A,4332.467,N,01617.124,E,001.4,037.9,090225,000.0,W*71
$GPRMC,161212.491,A,4332.470,N,01617.128,E,001.7,042.0,090225,000.0,W*72
$GPRMC,161222.491,A,4332.474,N,01617.132,E,002.4,045.7,090225,000.0,W*7E
$GPRMC,161232.491,A,4332.479,N,01617.138,E,001.6,036.3,090225,000.0,W*79
$GPRMC,161242.491,A,4332.482,N,01617.142,E,002.4,013.3,090225,000.0,W*71
$GPRMC,161252.491,A,4332.489,N,01617.144,E,001.7,027.2,090225,000.0,W*7B
$GPRMC,161302.491,A,4332.493,N,01617.147,E,001.7,000.0,090225,000.0,W*70
$GPRMC,161312.491,A,4332.493,N,01617.147,E,000.0,000.0,090225,000.0,W*77
